F	x	x		x	FRONTMATTER	
T	1	eqfr5mst-00256.dita	memory_PropertiesChange	Changing the properties of a Translation Memory	Working with Translation Memory databases	
T	1	eqfr5mst-00257.dita	memory_DetailsView	Viewing the details of a Translation Memory	Working with Translation Memory databases	
C	0	eqfr5mst-00258.dita	dict_Chapter	x	Working with dictionaries	eqfr5mst-00258.dita
T	1	eqfr5mst-00259.dita	dict_EntryStructure	Dictionary entry structure	Working with dictionaries	
T	1	eqfr5mst-00260.dita	dict_SearchCriteria	Dictionary search criteria	Working with dictionaries	
T	1	eqfr5mst-00261.dita	dict_Overview	Overview and terminology	Working with dictionaries	
T	1	eqfr5mst-00262.dita	dict_WhatCanYouDo	What you can do with dictionaries	Working with dictionaries	
T	1	eqfr5mst-00263.dita	dict_SgmlCreate	Creating an SGML-based dictionary	Working with dictionaries	
T	2	eqfr5mst-00264.dita	dict_CreateSgmlStructure	The structure of an SGML-based dictionary	Working with dictionaries	
T	3	eqfr5mst-00265.dita	dict_CreateSgmlStructureHeader	Header section	Working with dictionaries	
T	3	eqfr5mst-00266.dita	dict_CreateSgmlStructureMaptable	Maptable section	Working with dictionaries	
T	3	eqfr5mst-00267.dita	dict_CreateSgmlStrucutreEntry	Entry section	Working with dictionaries	
T	2	eqfr5mst-00268.dita	dict_CreateSgmlFields	List of dictionary-entry fields and their SGML tags	Working with dictionaries	
T	2	eqfr5mst-00269.dita	dict_CreateSgmlSample	Sample of an SGML-based dictionary	Working with dictionaries	
T	1	eqfr5mst-00270.dita	dict_Create	Creating a dictionary	Working with dictionaries	
T	1	eqfr5mst-00271.dita	dict_CreateModel	Using an existing dictionary as model	Working with dictionaries	
T	1	eqfr5mst-00272.dita	dict_FieldChange	Changing dictionary entry fields	Working with dictionaries	
T	1	eqfr5mst-00273.dita	dict_FieldRename	Renaming a dictionary entry field	Working with dictionaries	
T	1	eqfr5mst-00274.dita	dict_FieldAdd	Adding a user-defined entry field	Working with dictionaries	
T	1	eqfr5mst-00275.dita	dict_Filter	Defining a dictionary filter	Working with dictionaries	
T	1	eqfr5mst-00276.dita	dict_Rename	Renaming a dictionary	Working with dictionaries	
T	1	eqfr5mst-00277.dita	dict_Delete	Deleting a dictionary	Working with dictionaries	
T	1	eqfr5mst-00278.dita	dict_Edit	Editing a dictionary entry	Working with dictionaries	
T	1	eqfr5mst-00279.dita	dict_Export	Exporting a dictionary	Working with dictionaries	
T	1	eqfr5mst-00280.dita	dict_Import	Importing a dictionary	Working with dictionaries	
T	1	eqfr5mst-00281.dita	dict_Lookup	Looking up a dictionary entry	Working with dictionaries	
T	1	eqfr5mst-00282.dita	dict_Merge	Merging dictionaries	Working with dictionaries	
T	1	eqfr5mst-00283.dita	dict_Open	Opening a dictionary	Working with dictionaries	
T	1	eqfr5mst-00284.dita	dict_Organize	Organizing a dictionary	Working with dictionaries	
T	1	eqfr5mst-00285.dita	dict_Print	Printing a dictionary	Working with dictionaries	
T	1	eqfr5mst-00286.dita	dict_PrintFormat	Defining the printout format	Working with dictionaries	
T	1	eqfr5mst-00287.dita	dict_Protect	Protecting a dictionary	Working with dictionaries	
T	1	eqfr5mst-00288.dita	dict_Search	Searching for a dictionary entry	Working with dictionaries	
T	1	eqfr5mst-00289.dita	dict_Share	Sharing dictionaries	Working with dictionaries	
T	2	eqfr5mst-00290.dita	dict_SharedAccess	Accessing or disconnecting a shared dictionary	Working with dictionaries	
T	2	eqfr5mst-00291.dita	dict_SharedDelete	Deleting a shared dictionary	Working with dictionaries	
T	2	eqfr5mst-00292.dita	dict_SharedHints	Hints and tips when working with a shared dictionary	Working with dictionaries	
T	2	eqfr5mst-00293.dita	dict_SharedOwner	Finding the owner of a shared dictionary	Working with dictionaries	
T	1	eqfr5mst-00294.dita	dict_PropertiesView	Viewing the properties of a dictionary	Working with dictionaries	
T	1	eqfr5mst-00295.dita	dict_PropertiesChange	Changing the properties of a dictionary	Working with dictionaries	
T	1	eqfr5mst-00296.dita	dict_DetailsView	Viewing the details of a dictionary	Working with dictionaries	
T	1	eqfr5mst-00297.dita	dict_CompoundWords	Option to select dictionary lookup for compound words in editor	Working with dictionaries	
T	1	eqfr5mst-00298.dita	dict_Styles	Viewing style indicators for dictionary terms	Working with dictionaries	
C	0	eqfr5mst-00299.dita	term_Chapter	x	Working with terminology lists	eqfr5mst-00299.dita
T	1	eqfr5mst-00300.dita	term_Overview	Overview and terminology	Working with terminology lists	
T	1	eqfr5mst-00301.dita	term_WhatCanYouDo	What you can do with terminology lists	Working with terminology lists	
T	1	eqfr5mst-00302.dita	term_Create	Creating a terminology list	Working with terminology lists	
T	2	eqfr5mst-00303.dita	term_CreateNewFound	Creating a list of new terms or found terms	Working with terminology lists	
T	2	eqfr5mst-00304.dita	term_CreateExclusion	Creating an exclusion list	Working with terminology lists	
T	1	eqfr5mst-00305.dita	term_CreateExternal	Creating an external terminology list	Working with terminology lists	
T	1	eqfr5mst-00306.dita	term_Delete	Deleting a terminology list	Working with terminology lists	
T	1	eqfr5mst-00307.dita	term_Export	Exporting a terminology list	Working with terminology lists	
T	1	eqfr5mst-00308.dita	term_Import	Importing a terminology list	Working with terminology lists	
T	1	eqfr5mst-00309.dita	term_Change	Opening and changing a terminology list	Working with terminology lists	
T	1	eqfr5mst-00310.dita	term_MarkTerm	Marking a term for a dictionary	Working with terminology lists	
T	1	eqfr5mst-00311.dita	term_ExitExclusion	Editing an exclusion list	Working with terminology lists	
T	1	eqfr5mst-00312.dita	term_Print	Printing a terminology list	Working with terminology lists	
T	1	eqfr5mst-00313.dita	term_DetailsView	Viewing the details of a terminology list	Working with terminology lists	
C	0	eqfr5mst-00314.dita	mut_Chapter	x	Working with markup tables	eqfr5mst-00314.dita
T	1	eqfr5mst-00315.dita	mut_Overview	Overview and terminology	Working with markup tables	
T	1	eqfr5mst-00316.dita	mut_WhatCanYouDo	What you can do with markup tables	Working with markup tables	
T	1	eqfr5mst-00317.dita	mut_Change	Changing a markup table	Working with markup tables	
T	1	eqfr5mst-00318.dita	mut_Create	Creating a markup table	Working with markup tables	
T	1	eqfr5mst-00319.dita	mut_Delete	Deleting a markup table	Working with markup tables	
T	1	eqfr5mst-00320.dita	mut_Export	Exporting a markup table	Working with markup tables	
T	1	eqfr5mst-00321.dita	mut_Import	Importing a markup table	Working with markup tables	
T	1	eqfr5mst-00322.dita	mut_PropertiesChange	Changing the properties of a markup table	Working with markup tables	
C	0	eqfr5mst-00323.dita	lang_Chapter	x	Working with language-support files	eqfr5mst-00323.dita
T	1	eqfr5mst-00324.dita	lang_Overview	Overview and terminology	Working with language-support files	
T	1	eqfr5mst-00325.dita	lang_WhatCanYouDo	What you can do with language-support files	Working with language-support files	
T	1	eqfr5mst-00326.dita	lang_Delete	Deleting language-support files	Working with language-support files	
T	1	eqfr5mst-00327.dita	lang_Extend	Extending language-support files	Working with language-support files	
T	1	eqfr5mst-00329.dita	lang_Other	What you can do for other languages	Working with language-support files	
C	0	eqfr5mst-00330.dita	sample_Chapter	x	Working with the samples	eqfr5mst-00330.dita
T	1	eqfr5mst-00331.dita	sample_Overview	Overview and terminology	Working with the samples	
T	1	eqfr5mst-00332.dita	sample_WhatCanYouDo	What you can do with the samples	Working with the samples	
T	1	eqfr5mst-00333.dita	sample_Delete	Deleting a sample folder	Working with the samples	
T	1	eqfr5mst-00334.dita	sample_Import	Importing and opening a sample folder and its documents	Working with the samples	
T	1	eqfr5mst-00335.dita	sample_Exercise	Translation exercise with a sample document	Working with the samples	
C	0	eqfr5mst-00336.dita	report_Chapter	x	Creating reports	eqfr5mst-00336.dita
T	1	eqfr5mst-00337.dita	report_Overview	Overview and terminology	Creating reports	
T	1	eqfr5mst-00338.dita	report_History	Creating a History Report	Creating reports	
T	1	eqfr5mst-00339.dita	report_Counting	Creating a Counting Report	Creating reports	
T	1	eqfr5mst-00340.dita	report_Calculate	Creating a Calculating Report	Creating reports	
T	1	eqfr5mst-00341.dita	report_Preanalysis	Creating a Preanalysis Report	Creating reports	
T	1	eqfr5mst-00342.dita	report_Redundancy	Creating a Redundancy Report	Creating reports	
T	1	eqfr5mst-00343.dita	report_RedundantSegment	Creating a Redundant Segment List	Creating reports	
T	1	eqfr5mst-00344.dita	report_Layout	Changing the layout of a report	Creating reports	
T	2	eqfr5mst-00345.dita	report_LayoutBasic	The report layout	Creating reports	
T	2	eqfr5mst-00346.dita	report_LayoutChange	Changing the layout	Creating reports	
T	1	eqfr5mst-00347.dita	report_CostCaculation	Setting the factors for cost calculation	Creating reports	
C	0	eqfr5mst-00370.dita	otmbatch_Chapter	x	Working from the command area (OTMBATCH)	eqfr5mst-00370.dita
T	1	eqfr5mst-00371.dita	otmbatch_Diagram	How to read syntax diagrams	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00372.dita	otmbatch_FolderAnalyze	Analyzing a document or folder	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00373.dita	otmbatch_MemoryArchive	Archiving a Translation Memory	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00374.dita	otmbatch_FolderChange	Changing the properties of a folder	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00375.dita	otmbatch_ReportCreate	Creating reports	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00376.dita	otmbatch_Count	Counting words	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00377.dita	otmbatch_Dictionaryexport	Exporting a dictionary	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00378.dita	otmbatch_DictionaryImport	Importing a dictionary	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00379.dita	otmbatch_DictionaryDelete	Deleting documents	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00380.dita	otmbatch_DocumentRemove	Removing documents based on a list	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00381.dita	otmbatch_DocumentRestore	Restoring documents	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00382.dita	otmbatch_DocumentExport	Exporting documents	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00383.dita	otmbatch_DocumentImport	Importing documents	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00384.dita	otmbatch_FolderCreate	Creating a folder	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00385.dita	otmbatch_FolderDelete	Deleting a folder	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00386.dita	otmbatch_FolderExport	Exporting a folder	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00387.dita	otmbatch_FolderImport	Importing a folder	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00388.dita	otmbatch_MemoryCreate	Creating a Translation Memory	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00389.dita	otmbatch_MemoryDelete	Deleting a Translation Memory	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00390.dita	otmbatch_MemoryExport	Exporting a Translation Memory	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00391.dita	otmbatch_MemoryImport	Importing a Translation Memory	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00392.dita	otmbatch_DocumentOpen	Opening a document	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00393.dita	otmbatch_MemoryOrganize	Organizing a Translation Memory	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00394.dita	otmbatch_Rename	"Renaming a folder, a dictionary or a Translation Memory"	Working from the command area (OTMBATCH)	
T	1	eqfr5mst-00395.dita	otmbatch_TasksMultiple	Performing several tasks in one step	Working from the command area (OTMBATCH)	
C	0	eqfr5mst-00396.dita	tools_Chapter	x	Working from the command area (Other Tools)	eqfr5mst-00396.dita
T	1	eqfr5mst-00397.dita	tools_Diagram	How to read syntax diagrams	Working from the command area (Other Tools)	
T	1	eqfr5mst-00398.dita	tools_MemoryConvert	Converting a NLV memory to a source/source memory	Working from the command area (Other Tools)	
T	1	eqfr5mst-00399.dita	tools_ItmCreate	Creating an Initial Translation Memory from the command line	Working from the command area (Other Tools)	
T	1	eqfr5mst-00400.dita	tools_ItmRevise	Revising an Initial Translation Memory	Working from the command area (Other Tools)	
T	1	eqfr5mst-00401.dita	tools_MemoryReverse	Reversing a Translation Memory	Working from the command area (Other Tools)	
T	1	eqfr5mst-00402.dita	tools_MemoryMflag	Changing m-flagged segments	Working from the command area (Other Tools)	
T	1	eqfr5mst-00403.dita	tools_MemoryQuality	Specifying the quality of m-flagged segments	Working from the command area (Other Tools)	
T	1	eqfr5mst-00404.dita	tools_MemoryMeta	"Changing the markup, target language and date of segments"	Working from the command area (Other Tools)	
T	1	eqfr5mst-00405.dita	tools_MemoryRemoveSegments	Removing segments with identical source and target strings	Working from the command area (Other Tools)	
T	1	eqfr5mst-00406.dita	tools_MemoryRemoveInline	Removing inline tagging from an external memory	Working from the command area (Other Tools)	
T	1	eqfr5mst-00407.dita	tools_FolderContents	Showing the contents of exported folders	Working from the command area (Other Tools)	
T	1	eqfr5mst-00408.dita	tools_PropertiesRestore	Restoring vital OpenTM2 property files	Working from the command area (Other Tools)	
T	1	eqfr5mst-00409.dita	tools_FolderHistory	Checking the folder history data	Working from the command area (Other Tools)	
T	1	eqfr5mst-00410.dita	tools_DriveChange	Correcting the drive letter information of Translation Manager files	Working from the command area (Other Tools)	
T	1	eqfr5mst-00411.dita	tools_MemoryToTmx	Converting SGML memory databases into TMX format	Working from the command area (Other Tools)	
T	1	eqfr5mst-00412.dita	tools_MemoryFromTmx	Converting external Memory databases from the TMX format into the EXP format	Working from the command area (Other Tools)	
T	1	eqfr5mst-00413.dita	tools_FolderExportType	Changing the type of an exported folder	Working from the command area (Other Tools)	
C	0	eqfr5mst-00414.dita	mt_Chapter	x	Machine Translation (MT) Support	eqfr5mst-00414.dita
T	1	eqfr5mst-00415.dita	mt_Overview	Machine Translation Evaluation in OpenTM2	Machine Translation (MT) Support	
T	2	eqfr5mst-00415A.dita	mt_Prepare	Preparing for MT-processing	Machine Translation (MT) Support	
T	2	eqfr5mst-00415B.dita	mt_OtmMtEval	The OtmMtEval tool	Machine Translation (MT) Support	
T	2	eqfr5mst-00415C.dita	mt_OtmMtEvalUsage	Usage of the OtmMtEval tool	Machine Translation (MT) Support	
T	2	eqfr5mst-00415D.dita	mt_OtmMtEvalOutput	Output created by the OtmMtEval tool	Machine Translation (MT) Support	
C	0	eqfr5mst-00416.dita	plugin_Chapter	x	Working with Plug-Ins	eqfr5mst-00416.dita
T	1	eqfr5mst-00416A.dita	plugin_Manager	The Plugin Manager	Working with Plug-Ins	
T	1	eqfr5mst-00416B.dita	plugin_AutoVersionUpgrade	The Plugin Auto Version Upgrade	Working with Plug-Ins	
T	1	eqfr5mst-00416C.dita	plugin_ProfileSettingManagement	The Plugin Profile Settings Management	Working with Plug-Ins	
T	1	eqfr5mst-00416D.dita	plugin_CommandLineGui	The Plugin GUI for Command Line Tools	Working with Plug-Ins	
T	1	eqfr5mst-00416E.dita	plugin_RemoveTemporaryFiles	The Plugin Remove Temporary Files	Working with Plug-Ins	
A	0	eqfr5mst-00582.dita	appMenu_Overview	Overview of the OpenTM2 menus	Appendix A	eqfr5mst-00582.dita
A	0	eqfr5mst-00583.dita	appEdit_Overview	Editor functions reference	Appendix B	eqfr5mst-00583.dita
T	1	eqfr5mst-00584.dita	appEdit_Translation	Editor functions inside the Translation window	Appendix B	
T	2	eqfr5mst-00585.dita	appEdit_TranslationCursor	Cursor movement in window	Appendix B	
T	2	eqfr5mst-00586.dita	appEdit_TranslationScroll	Scrolling	Appendix B	
T	2	eqfr5mst-00587.dita	appEdit_TranslationEdit	Editing	Appendix B	
T	2	eqfr5mst-00588.dita	appEdit_TranslationEditMode	Modes of editing	Appendix B	
T	2	eqfr5mst-00589.dita	appEdit_TranslationTags	Changing the presentation of control tags	Appendix B	
T	2	eqfr5mst-00590.dita	appEdit_TranslationDocument	Document overall functions	Appendix B	
T	2	eqfr5mst-00591.dita	appEdit_TranslationSwitchTo	Switching to other windows	Appendix B	
T	1	eqfr5mst-00592.dita	appEdit_Other	Editor functions outside the Translation window	Appendix B	
T	2	eqfr5mst-00593.dita	appEdit_OtherClipboard	Using the clipboard	Appendix B	
T	2	eqfr5mst-00594.dita	appEdit_OtherSwitch To	Switching to other windows	Appendix B	
T	2	eqfr5mst-00595.dita	appEdit_OtherMemory	Functions in the Translation Memory window	Appendix B	
T	2	eqfr5mst-00596.dita	appEdit_OtherDictionary	Functions in the Dictionary window	Appendix B	
A	0	eqfr5mst-00597.dita	appDict_Overview	Format files for printing a dictionary	Appendix C	eqfr5mst-00597.dita
T	1	eqfr5mst-00598.dita	appDict_Sample	Sample format files	Appendix C	
T	2	eqfr5mst-00599.dita	appDict_SampleFormat1.frm	FORMAT1.FRM	Appendix C	
T	2	eqfr5mst-00600.dita	appDict_SampleFormat2.frm	FORMAT2.FRM	Appendix C	
T	2	eqfr5mst-00601.dita	appDict_SampleFormat3.frm	FORMAT3.FRM	Appendix C	
T	2	eqfr5mst-00602.dita	appDict_SampleFormat4.frm	FORMAT4.FRM	Appendix C	
T	1	eqfr5mst-00603.dita	appDict_FormatUser	Defining your own format file	Appendix C	
T	1	eqfr5mst-00604.dita	appDict_Tags	Tags for defining the format of a dictionary printout	Appendix C	
T	2	eqfr5mst-00605.dita	appDict_TagsSet	The<set..> attributes	Appendix C	
T	2	eqfr5mst-00606.dita	appDict_TagsRepeat	The<repeat..> attributes	Appendix C	
T	2	eqfr5mst-00607.dita	appDict_TagsVar	The<var..> attributes	Appendix C	
A	0	eqfr5mst-00608.dita	appWord_Overview	Displaying markup information for Word documents	Appendix D	eqfr5mst-00608.dita
T	1	eqfr5mst-00609.dita	appWord_Change	Markup data that can be changed	Appendix D	
T	1	eqfr5mst-00610.dita	appWord_Protect	Markup data that must not be changed	Appendix D	
T	1	eqfr5mst-00611.dita	appWord_NotTranslatable	Markup data outside translatable segments	Appendix D	
A	0	eqfr5mst-00612.dita	appExchange_Overview	Exchanging data with other OpenTM2 products	Appendix E	eqfr5mst-00612.dita
T	1	eqfr5mst-00613.dita	appExchange_Untranslated	Untranslated segments file	Appendix E	
A	0	eqfr5mst-00614.dita	appDir_Overview	Directory structure of OpenTM2	Appendix F	eqfr5mst-00614.dita
A	0	eqfr5mst-00615.dita	appMt_Overview	Inine Tag pre-processing for machine translaation - Overview	Appendix G	eqfr5mst-00615.dita
A	0	eqfr5mst-00616.dita	appMQ_Overview	MT Client Interface via MQ Seeries	Appendix H	eqfr5mst-00616.dita
A	0	eqfr5mst-00617.dita	appLimit_Overview	System limitations	Appendix I	eqfr5mst-00617.dita
A	0	eqfr5mst-00618.dita	appHint_Overview	"Hints, tips, and technical notices"	Appendix J	eqfr5mst-00618.dita
T	1	eqfr5mst-00619.dita	appHint_Word	About Microsoft Word documents	Appendix J	
T	2	eqfr5mst-00620.dita	appHint_WordSpace	Disk space consumption with .doc files	Appendix J	
T	2	eqfr5mst-00621.dita	appHint_WordPicture	Problem: Word files with embedded picture data cannot be exported	Appendix J	
T	2	eqfr5mst-00622.dita	appHint_WordFont	Automatic font conversion for translated RTF documents	Appendix J	
T	2	eqfr5mst-00623.dita	appHint_WordIndex	Translating TOC and index sections in Word documents	Appendix J	
T	2	eqfr5mst-00624.dita	appHint_WordMarkup	EQFRTF/EQFMSWRD markup table and third-party program limitations	Appendix J	
T	1	eqfr5mst-00625.dita	appHint_Bidi	About bidirectional language processing	Appendix J	
T	2	eqfr5mst-00626.dita	appHint_BidiWord	Windows Help/RTF – Table columns not in reverse order	Appendix J	
A	0	eqfr5mst-00627.dita	appPrb_Overview	Problem determination	Appendix K	eqfr5mst-00627.dita
T	1	eqfr5mst-00628.dita	appPrb_StartOpenTM2	Problems when starting OpenTM2	Appendix K	
A	0	eqfr5mst-00629.dita	appAcc_Overview	Accessibility	Appendix L	eqfr5mst-00629.dita
T	1	eqfr5mst-00630.dita	appAcc_ColorFontKeys	"Colors, fonts and key assignment"	Appendix L	
T	2	eqfr5mst-00631.dita	appAcc_Color	Set colors	Appendix L	
T	2	eqfr5mst-00632.dita	appAcc_Font	Set fonts	Appendix L	
T	2	eqfr5mst-00633.dita	appAcc_Keys	Assign keys	Appendix L	
T	1	eqfr5mst-00634.dita	appAcc_Shortcuts	Keyboard shortcuts	Appendix L	
T	2	eqfr5mst-00635.dita	appAcc_ShortcutsMenu	Opening menus	Appendix L	
T	2	eqfr5mst-00636.dita	appAcc_ShortcutsWindow	"Navigating in windows (Folder List window, Document List window, Translation Memory List window or Dictionary List window)"	Appendix L	
T	2	eqfr5mst-00637.dita	appAcc_ShortcutsTransWindow	Default keyboard shortcuts in Translation window	Appendix L	
T	2	eqfr5mst-00638.dita	appAcc_ShortcutsHelp	Help	Appendix L	
T	2	eqfr5mst-00639.dita	appAcc_ShortcutsSpecial	Special accessibility keyboard shortcuts	Appendix L	
T	1	eqfr5mst-00640.dita	appAcc_Menu	Menu bar choices	Appendix L	
T	1	eqfr5mst-00641.dita	appAcc_MenuFile1	File Menu 1	Appendix L	
T	1	eqfr5mst-00642.dita	appAcc_MenuFile2	File Menu 2	Appendix L	
T	1	eqfr5mst-00643.dita	appAcc_View	View Menu	Appendix L	
T	1	eqfr5mst-00644.dita	appAcc_Utility	Utilities Menu	Appendix L	
T	1	eqfr5mst-00645.dita	appAcc_Window	Window Menu	Appendix L	
T	1	eqfr5mst-00646.dita	appAcc_Help	Help Menu	Appendix L	
T	1	eqfr5mst-00647.dita	appAcc_Edit	Edit Menu	Appendix L	
T	1	eqfr5mst-00648.dita	appAcc_Options	Options Menu	Appendix L	
T	1	eqfr5mst-00649.dita	appAcc_Cursor	Cursor Menu	Appendix L	
T	1	eqfr5mst-00650.dita	appAcc_Translation	Translation Menu	Appendix L	
T	1	eqfr5mst-00651.dita	appAcc_Spellcheck	Spellcheck Menu	Appendix L	
T	1	eqfr5mst-00652.dita	appAcc_Style	Style Menu	Appendix L	
A	0	eqfr5mst-00653.dita	appNotice_Overview	Notices	Appendix M	eqfr5mst-00653.dita
T	1	eqfr5mst-00654.dita	appNotice_Trademarks	Trademarks	Appendix M	
I	0	glossary.dita	glossary	Glossary of terms and abbreviations	Glossary	glossary.dita
